,Time,League,Player_1,Player_2,Bet,Price,Winner,Scoreline,Returns,Unit_Stake
3465240,2021-04-26 08:00:00,Setka Cup Women,Mariya Voytekhova,Yuliia Tryhub,Yuliia Tryhub,3.75,Yuliia Tryhub,2-3,3.75,1
3465246,2021-04-26 07:30:00,Setka Cup Women,Yana Mykhailyk,Oleksandra Tsiupko,Oleksandra Tsiupko,4.333,Oleksandra Tsiupko,0-3,4.333,1
3465247,2021-04-26 08:30:00,Setka Cup Women,Svitlana Yureneva,Yana Mykhailyk,Yana Mykhailyk,4.333,Svitlana Yureneva,3-1,0.0,1
3465249,2021-04-26 09:30:00,Setka Cup Women,Svitlana Yureneva,Mariya Voytekhova,Mariya Voytekhova,3.75,Svitlana Yureneva,3-2,0.0,1
3465250,2021-04-26 05:40:00,Setka Cup Women,Liliia Nerush,Marina Slashcheva,Liliia Nerush,4.5,Marina Slashcheva,0-3,0.0,1
3465281,2021-04-25 21:20:00,Setka Cup,Mikhail Mosyuk,Vladimir Chornobab,Vladimir Chornobab,4.0,Vladimir Chornobab,0-3,4.0,1
3465458,2021-04-26 12:05:00,Setka Cup,Andrii Dombrovskyi,Vyacheslav Isakov,Andrii Dombrovskyi,3.0,Andrii Dombrovskyi,3-0,3.0,1
3466287,2021-04-26 19:15:00,Liga Pro,Ivan Moshkov,Dmitry Petrochenko,Dmitry Petrochenko,4.5,Ivan Moshkov,3-0,0.0,1
3466348,2021-04-26 13:45:00,TT Cup Ukraine,Adam Krasutskyi,Tymur Kozenkov,Adam Krasutskyi,3.75,Adam Krasutskyi,3-0,3.75,1
3466732,2021-04-26 14:00:00,Setka Cup,Serhii Burdelnyi,Oleg Pereguda,Oleg Pereguda,3.25,Serhii Burdelnyi,3-0,0.0,1
3466738,2021-04-26 21:45:00,Liga Pro,Oleg Kutuzov,Artem Suntsov,Oleg Kutuzov,4.333,Artem Suntsov,2-3,0.0,1
3467288,2021-04-27 11:30:00,Setka Cup,David Prusa,Tomas Vorisek,Tomas Vorisek,3.4,Tomas Vorisek,1-3,3.4,1
3467416,2021-04-27 04:30:00,Liga Pro,Mikhail Chernjavskiy,Sergey Ovechkin,Mikhail Chernjavskiy,3.0,Mikhail Chernjavskiy,3-0,3.0,1
3467480,2021-04-27 11:15:00,Liga Pro,Alexey Kazakov,Maksim Dukhin,Maksim Dukhin,3.5,Alexey Kazakov,3-2,0.0,1
3467515,2021-04-27 05:30:00,Setka Cup Women,Yana Mykhailyk,Olha Yureneva,Olha Yureneva,4.5,Yana Mykhailyk,3-2,0.0,1
3467518,2021-04-27 07:00:00,Setka Cup Women,Svitlana Yureneva,Olha Yureneva,Olha Yureneva,5.0,Svitlana Yureneva,2-1,0.0,1
3467851,2021-04-27 05:45:00,Setka Cup,Konstiantyn Tsoi,Serhii Semenets,Konstiantyn Tsoi,3.0,Serhii Semenets,1-3,0.0,1
3467855,2021-04-27 09:45:00,Setka Cup,Vitalii Vasko,Oleh Yurenev,Oleh Yurenev,3.4,No Result,0-0,0.0,1
3467935,2021-04-27 12:55:00,Setka Cup,Oleh Skoryk,Serhii Kuprykov,Oleh Skoryk,3.75,Serhii Kuprykov,2-3,0.0,1
3468403,2021-04-27 13:50:00,Setka Cup,Serhii Kunynets,Volodymyr Hera,Volodymyr Hera,3.5,Volodymyr Hera,1-3,3.5,1
3468404,2021-04-27 15:50:00,Setka Cup,Yaroslav Tebenko,Volodymyr Hera,Yaroslav Tebenko,3.75,Yaroslav Tebenko,3-2,3.75,1
3468406,2021-04-27 16:50:00,Setka Cup,Serhii Kunynets,Yaroslav Tebenko,Yaroslav Tebenko,3.0,Serhii Kunynets,3-1,0.0,1
3469502,2021-04-27 17:50:00,TT Cup Ukraine,Vital Shaban,Mykola Lytvynenko,Vital Shaban,3.25,Vital Shaban,3-1,3.25,1
3469515,2021-04-27 13:50:00,TT Cup Ukraine,Oleksandr Leonenko,Yevhenii Holoborodko,Oleksandr Leonenko,3.75,Yevhenii Holoborodko,2-3,0.0,1
3469888,2021-04-28 02:25:00,Setka Cup,Borys Kostiuk,Serhii Sokolov,Serhii Sokolov,5.5,Serhii Sokolov,2-3,5.5,1
3470083,2021-04-28 15:05:00,Setka Cup,Roman Kuvaiev,Serhii Pitsyk,Roman Kuvaiev,3.75,Serhii Pitsyk,1-3,0.0,1
3470100,2021-04-28 16:05:00,Setka Cup,Serhii Pitsyk,Pavlo Volkov,Pavlo Volkov,3.0,Serhii Pitsyk,3-1,0.0,1
3470284,2021-04-28 10:30:00,Setka Cup,Oleksii Hordiichuk,Bohdan Pyrtyk,Oleksii Hordiichuk,4.0,Oleksii Hordiichuk,3-2,4.0,1
3470426,2021-04-28 10:05:00,Setka Cup,Oleksandr Khoroshun,Valerii Lukianevych,Valerii Lukianevych,6.5,Oleksandr Khoroshun,3-1,0.0,1
3470448,2021-04-28 07:30:00,Setka Cup,Matej Zaboj,Petr Dvorak,Matej Zaboj,3.75,Petr Dvorak,1-3,0.0,1
3470504,2021-04-28 11:00:00,Setka Cup,Josef Ruzicka,Frantisek Korenek,Frantisek Korenek,5.0,Josef Ruzicka,3-0,0.0,1
3470591,2021-04-28 07:50:00,Setka Cup,Sergey Yatsenko,Dmytro Khairov,Sergey Yatsenko,3.75,Dmytro Khairov,1-3,0.0,1
3470593,2021-04-28 10:20:00,Setka Cup,Sergey Yatsenko,Kostiantyn Klymenko,Sergey Yatsenko,3.5,Kostiantyn Klymenko,2-3,0.0,1
3470755,2021-04-28 06:35:00,TT Cup Ukraine,Oleksandr Shkurupii,Serhii Tsybulin,Oleksandr Shkurupii,3.0,Oleksandr Shkurupii,3-1,3.0,1
3470767,2021-04-28 11:50:00,TT Cup Ukraine,Oleksandr Shkurupii,Volodymyr Plishylo,Volodymyr Plishylo,3.75,Oleksandr Shkurupii,3-1,0.0,1
3470813,2021-04-28 05:30:00,TT Cup Ukraine,Ilya Yanishevskiy,Konstantin Makarchuk,Ilya Yanishevskiy,6.5,Ilya Yanishevskiy,3-0,6.5,1
3470843,2021-04-28 07:50:00,TT Cup Ukraine,Ilya Yanishevskiy,Serhii Kiilo,Ilya Yanishevskiy,4.333,Serhii Kiilo,0-3,0.0,1
3470859,2021-04-28 05:50:00,TT Cup Ukraine,Stepan Nykyforuk,Yaroslav Vorsuliak,Stepan Nykyforuk,4.0,Yaroslav Vorsuliak,1-3,0.0,1
3470901,2021-04-28 09:25:00,TT Cup Ukraine,Maxim Nikolenko,Valeriy Melnik,Maxim Nikolenko,5.0,Valeriy Melnik,0-3,0.0,1
3470933,2021-04-28 09:15:00,TT Cup Ukraine,Oleksandr Kalynevych,Andrey Guchok,Oleksandr Kalynevych,4.5,Andrey Guchok,2-3,0.0,1
3470970,2021-04-28 06:20:00,TT Cup Ukraine,Andrey Guchok,Pavlo Chyzh,Pavlo Chyzh,4.0,Andrey Guchok,3-0,0.0,1
3472369,2021-04-28 15:15:00,TT Cup Ukraine,Evgeniy Pismenniy,Roman Cherevko,Evgeniy Pismenniy,4.5,Roman Cherevko,1-3,0.0,1
3472706,2021-04-28 20:45:00,TT Cup Ukraine,Maxim Naumchuk,Alexander Michalus,Maxim Naumchuk,4.5,Alexander Michalus,1-3,0.0,1
3472829,2021-04-28 18:15:00,TT Cup Ukraine,Anton Riabukhin,Oleksandr Kovalov,Oleksandr Kovalov,4.333,Anton Riabukhin,3-1,0.0,1
3472870,2021-04-28 21:25:00,Setka Cup,Oleksandr Liushnia,Roman Makarenko,Oleksandr Liushnia,3.75,Oleksandr Liushnia,3-2,3.75,1
3472902,2021-04-28 13:30:00,Setka Cup,Frantisek Korenek,Josef Ruzicka,Frantisek Korenek,6.0,Josef Ruzicka,0-3,0.0,1
3473266,2021-04-29 13:25:00,Setka Cup Women,Nataliia Kosmina,Anastasiia Dudnyk,Anastasiia Dudnyk,3.5,Anastasiia Dudnyk,0-3,3.5,1
3473277,2021-04-29 18:55:00,Setka Cup Women,Kateryna Hubska,Anastasiia Dudnyk,Kateryna Hubska,6.5,Anastasiia Dudnyk,0-3,0.0,1
3473338,2021-04-29 09:05:00,Setka Cup,Valerii Voloshko,Hennadii Buianover,Valerii Voloshko,4.0,Hennadii Buianover,0-3,0.0,1
3473343,2021-04-29 08:05:00,Setka Cup,Evgeniy Khurtak,Andrii Sydorenko,Andrii Sydorenko,3.5,Evgeniy Khurtak,3-0,0.0,1
3473350,2021-04-29 11:05:00,Setka Cup,Evgeniy Khurtak,Valerii Voloshko,Valerii Voloshko,6.5,Valerii Voloshko,0-3,6.5,1
3473655,2021-04-29 07:10:00,TT Cup Ukraine,Oleksandr Shkurupii,Volodymyr Plishylo,Volodymyr Plishylo,3.75,Volodymyr Plishylo,1-3,3.75,1
3473838,2021-04-29 07:00:00,TT Cup Ukraine,Oleg Savenkov,Dmytro Kalyniuk,Dmytro Kalyniuk,3.5,Dmytro Kalyniuk,2-3,3.5,1
3473879,2021-04-29 07:20:00,TT Cup Ukraine,Tymur Kozenkov,Yevhenii Omitsynskyi,Yevhenii Omitsynskyi,3.5,Tymur Kozenkov,3-2,0.0,1
3473880,2021-04-29 07:55:00,TT Cup Ukraine,Stepan Nykyforuk,Vladimir Tsyhanenko,Vladimir Tsyhanenko,3.25,Stepan Nykyforuk,3-2,0.0,1
3473883,2021-04-29 09:40:00,TT Cup Ukraine,Tymur Kozenkov,Vladimir Tsyhanenko,Vladimir Tsyhanenko,3.0,Vladimir Tsyhanenko,1-3,3.0,1
3473923,2021-04-29 11:15:00,Liga Pro,Evgeny Grishaev,Alexey Slashchilin,Evgeny Grishaev,8.5,Alexey Slashchilin,2-3,0.0,1
3473988,2021-04-29 06:30:00,TT Cup Ukraine,Dmitry Dubrovin,Pavlo Zaderei,Pavlo Zaderei,4.5,Dmitry Dubrovin,3-1,0.0,1
3474008,2021-04-29 08:50:00,TT Cup Ukraine,Alexander Redkov,Dmitry Dubrovin,Alexander Redkov,3.5,Dmitry Dubrovin,0-3,0.0,1
3474028,2021-04-29 15:00:00,Czech Liga Pro,Martin Protiva,Jan Zajicek,Martin Protiva,3.75,Martin Protiva,3-0,3.75,1
3474030,2021-04-29 08:30:00,Czech Liga Pro,Josef Belovsky,Rotislav Hasmanda,Rotislav Hasmanda,3.75,Josef Belovsky,3-0,0.0,1
3474042,2021-04-29 11:30:00,Czech Liga Pro,Jan Berger,Jiri Vojtech,Jan Berger,3.75,Jiri Vojtech,0-3,0.0,1
3474048,2021-04-29 05:55:00,TT Cup Ukraine,Ivan Mai,Maxim Nikolenko,Maxim Nikolenko,3.4,Ivan Mai,3-0,0.0,1
3474050,2021-04-29 08:50:00,TT Cup Ukraine,Valeriy Melnik,Maxim Nikolenko,Maxim Nikolenko,5.5,Valeriy Melnik,3-0,0.0,1
3474079,2021-04-29 07:30:00,Czech Liga Pro,Rotislav Hasmanda,Vladimir Havlicek,Rotislav Hasmanda,4.5,Vladimir Havlicek,1-3,0.0,1
3475003,2021-04-29 13:40:00,Setka Cup,Artem Yurkov,Anatolii Nazarov,Anatolii Nazarov,3.0,Anatolii Nazarov,1-3,3.0,1
3475004,2021-04-29 14:40:00,Setka Cup,Artem Yurkov,Vladyslav Mishchenko,Artem Yurkov,3.75,Vladyslav Mishchenko,1-3,0.0,1
3475008,2021-04-29 16:20:00,Setka Cup,Vadim Kazmirchuk,Dmytro Khairov,Dmytro Khairov,3.75,No Result,0-0,0.0,1
3475014,2021-04-29 19:20:00,Setka Cup,Vadim Kazmirchuk,Volodymyr Melnykov,Volodymyr Melnykov,3.0,Vadim Kazmirchuk,3-1,0.0,1
3475017,2021-04-29 20:50:00,Setka Cup,Pavlo Kovalchuk,Vadim Kazmirchuk,Pavlo Kovalchuk,3.25,Pavlo Kovalchuk,3-2,3.25,1
3475550,2021-04-29 13:45:00,TT Cup Ukraine,Andrey Scherinskiy,Andrii Herasymenko,Andrii Herasymenko,3.75,Andrey Scherinskiy,3-0,0.0,1
3475637,2021-04-29 21:35:00,Setka Cup,Serhii Kuprykov,Dmitriy Pereyaslovskyi,Dmitriy Pereyaslovskyi,3.25,Serhii Kuprykov,3-0,0.0,1
3475671,2021-04-30 01:55:00,Setka Cup,Andrey Kovrikov,Vladimir Chornobab,Andrey Kovrikov,3.75,Vladimir Chornobab,1-3,0.0,1
3475900,2021-04-29 17:35:00,TT Cup Ukraine,Evgeniy Pismenniy,Roman Cherevko,Evgeniy Pismenniy,3.75,Roman Cherevko,0-3,0.0,1
3475980,2021-04-29 15:05:00,TT Cup Ukraine,Mykola Tovkach,Roman Rybachuk,Mykola Tovkach,4.333,Mykola Tovkach,3-1,4.333,1
3476170,2021-04-29 20:45:00,TT Cup Ukraine,Aleksandr Kuharchuk,Bogdan Stasiuk,Bogdan Stasiuk,3.0,Bogdan Stasiuk,0-3,3.0,1
3476192,2021-04-29 23:15:00,TT Cup Ukraine,Andrey Tsikhotskiy,Bogdan Stasiuk,Bogdan Stasiuk,3.25,Andrey Tsikhotskiy,3-2,0.0,1
3476283,2021-04-30 07:30:00,Czech Liga Pro,Stefan Novota,Milos Flanderka,Stefan Novota,3.75,Milos Flanderka,2-3,0.0,1
3476559,2021-04-30 07:40:00,TT Cup Ukraine,Serhii Skachenko,Andrei Kostiuk,Andrei Kostiuk,3.25,Serhii Skachenko,3-0,0.0,1
3476804,2021-04-30 13:10:00,Setka Cup,Ihor Hudushyn,Dmytro Kunchurov,Ihor Hudushyn,3.25,Dmytro Kunchurov,1-3,0.0,1
3476807,2021-04-30 15:10:00,Setka Cup,Ihor Hudushyn,Oleh Ilin,Ihor Hudushyn,3.75,No Result,0-0,0.0,1
3476845,2021-04-30 14:45:00,Setka Cup,Anatolii Kostenko,Serhii Dovzhenko,Anatolii Kostenko,3.25,Anatolii Kostenko,3-2,3.25,1
3476868,2021-04-30 17:55:00,Setka Cup,Serhii Sokolov,Borys Kostiuk,Serhii Sokolov,4.333,Serhii Sokolov,3-1,4.333,1
3477014,2021-04-30 10:00:00,Liga Pro,Alexey Kazakov,Anton Mohnachev,Anton Mohnachev,3.75,Alexey Kazakov,3-1,0.0,1
3477017,2021-04-30 10:15:00,Liga Pro,Vladimir Belyakov,Igor Mihaylov,Igor Mihaylov,5.0,Vladimir Belyakov,3-0,0.0,1
3477032,2021-04-30 09:45:00,Liga Pro,Alexey Slashchilin,Evgeny Grishaev,Evgeny Grishaev,10.0,Alexey Slashchilin,3-1,0.0,1
3477043,2021-04-30 09:15:00,Liga Pro,Evgeny Grishaev,Igor Poletaev,Igor Poletaev,3.25,Evgeny Grishaev,3-1,0.0,1
3477061,2021-04-30 08:45:00,Liga Pro,Vadim Evlampiev,Alexey Slashchilin,Alexey Slashchilin,5.0,Vadim Evlampiev,3-1,0.0,1
3477067,2021-04-30 15:15:00,Liga Pro,Andrey Andreev,Aleksandr Vorozheykin,Aleksandr Vorozheykin,4.0,Aleksandr Vorozheykin,2-3,4.0,1
3477113,2021-04-30 14:45:00,TT Cup Ukraine,Dmitriy Arzanov,Anatoliy Chaplyanka,Dmitriy Arzanov,3.4,Dmitriy Arzanov,3-0,3.4,1
3477243,2021-04-30 14:50:00,TT Cup Ukraine,Dmitriy Derevinskiy,Oleh Stasevskyi,Oleh Stasevskyi,4.5,Oleh Stasevskyi,2-3,4.5,1
3478488,2021-04-30 16:30:00,Setka Cup Women,Svitlana Yureneva,Anastasiia Mydvetska,Svitlana Yureneva,7.5,Svitlana Yureneva,3-0,7.5,1
3478629,2021-04-30 14:55:00,TT Cup Ukraine,Andrey Scherinskiy,Maxim Senchenko,Andrey Scherinskiy,4.5,Maxim Senchenko,2-3,0.0,1
3478857,2021-05-01 01:05:00,Setka Cup,Serhii Pitsyk,Roman Kuvaiev,Roman Kuvaiev,4.333,Serhii Pitsyk,3-0,0.0,1
3479336,2021-05-01 14:20:00,Setka Cup,Mykola Serediuk,Leonid Ivanov,Mykola Serediuk,4.333,Mykola Serediuk,3-2,4.333,1
3479337,2021-05-01 14:50:00,Setka Cup,Yaroslav Tebenko,Volodymyr Korobko,Yaroslav Tebenko,3.5,Volodymyr Korobko,1-3,0.0,1
3479621,2021-05-01 08:05:00,TT Cup Ukraine,Bogdan Stasiuk,Illya Semeniuk,Bogdan Stasiuk,3.5,Illya Semeniuk,0-3,0.0,1
3479622,2021-05-01 09:15:00,TT Cup Ukraine,Bogdan Stasiuk,Andrey Tsikhotskiy,Bogdan Stasiuk,3.4,Andrey Tsikhotskiy,2-3,0.0,1
3479937,2021-05-01 15:15:00,Liga Pro,Alexander Frolov,Aleksandr Fedosov,Alexander Frolov,3.75,Aleksandr Fedosov,1-3,0.0,1
3480025,2021-05-01 07:15:00,TT Cup Ukraine,Pavlo Vasylchuk,Ihor Kuznetsov,Pavlo Vasylchuk,3.75,Ihor Kuznetsov,2-3,0.0,1
3480097,2021-05-01 11:20:00,TT Cup Ukraine,Dmitriy Belanchik,Ihor Kuznetsov,Dmitriy Belanchik,3.5,Dmitriy Belanchik,3-0,3.5,1
3480100,2021-05-01 13:05:00,TT Cup Ukraine,Pavlo Vasylchuk,Dmitriy Belanchik,Dmitriy Belanchik,3.0,Dmitriy Belanchik,1-3,3.0,1
3480129,2021-05-01 09:25:00,TT Cup Ukraine,Serhii Skachenko,Andrei Kostiuk,Andrei Kostiuk,4.333,Serhii Skachenko,3-0,0.0,1
3480657,2021-05-01 17:15:00,Setka Cup Women,Anzhela Hassan,Yaroslava Pachich,Yaroslava Pachich,3.5,Yaroslava Pachich,0-3,3.5,1
3481131,2021-05-01 14:05:00,TT Cup Ukraine,Sergey Zemyantsev,Levko Kuzyo,Sergey Zemyantsev,4.333,Levko Kuzyo,1-3,0.0,1
3481229,2021-05-01 18:35:00,TT Cup Ukraine,Viktor Bosak,Andrey Krysak,Viktor Bosak,4.5,Andrey Krysak,1-3,0.0,1
3481353,2021-05-01 10:50:00,Setka Cup,Pavlo Babenko,Yevhen Trunov,Yevhen Trunov,4.333,Pavlo Babenko,3-0,0.0,1
3481514,2021-05-01 22:15:00,Liga Pro,Denis Molodtsov,Alexei Vlasov,Alexei Vlasov,3.75,Denis Molodtsov,3-1,0.0,1
3481856,2021-05-02 00:35:00,Setka Cup,Igor Tridukh,Andrii Shcherbak,Andrii Shcherbak,4.333,Igor Tridukh,3-1,0.0,1
3482264,2021-05-02 07:00:00,Liga Pro,Aleksandr Merezhko,Vladimir Vologzhanin,Vladimir Vologzhanin,3.25,Aleksandr Merezhko,3-1,0.0,1
3482290,2021-05-02 19:15:00,Liga Pro,Anton Yudin,Egor Markelov,Anton Yudin,4.333,Egor Markelov,1-3,0.0,1
3482291,2021-05-02 16:45:00,Liga Pro,Roman Kobytov,Anton Yudin,Roman Kobytov,3.75,Anton Yudin,1-3,0.0,1
3482334,2021-05-02 17:30:00,Liga Pro,Oleg Pronin,Igor Zemit,Igor Zemit,6.5,Oleg Pronin,3-2,0.0,1
3482335,2021-05-02 18:30:00,Liga Pro,Vladimir Mishakin,Igor Zemit,Vladimir Mishakin,4.333,Vladimir Mishakin,3-1,4.333,1
3482363,2021-05-02 15:55:00,Setka Cup Women,Marharyta Saltanovska,Iryna Tiutiunyk,Iryna Tiutiunyk,3.5,Marharyta Saltanovska,3-1,0.0,1
3482364,2021-05-02 16:25:00,Setka Cup Women,Anastasiia Tyslyna,Olena Nikichenko,Olena Nikichenko,3.75,Olena Nikichenko,2-3,3.75,1
3482367,2021-05-02 16:55:00,Setka Cup Women,Lilia Andreeva,Marharyta Saltanovska,Lilia Andreeva,3.25,Marharyta Saltanovska,2-3,0.0,1
3482586,2021-05-02 16:15:00,Setka Cup,Andrii Melchenko,Vasily Kondratenko,Vasily Kondratenko,4.5,Vasily Kondratenko,2-3,4.5,1
3482914,2021-05-02 09:35:00,TT Cup Ukraine,Ihor Kuznetsov,Dmitriy Belanchik,Dmitriy Belanchik,3.25,Ihor Kuznetsov,3-0,0.0,1
3483047,2021-05-02 12:50:00,Setka Cup,Sergey Yatsenko,Kostiantyn Klymenko,Sergey Yatsenko,3.0,Sergey Yatsenko,3-0,3.0,1
3483151,2021-05-02 22:00:00,Liga Pro,Aleksandr Fedosov,Andrey Pravednov,Andrey Pravednov,4.0,Aleksandr Fedosov,3-2,0.0,1
3483678,2021-05-02 15:30:00,TT Cup Ukraine,Anatolii Levshyn,David Simonchuk,Anatolii Levshyn,3.75,Anatolii Levshyn,3-1,3.75,1
3483946,2021-05-02 16:20:00,Setka Cup,Serhii Dovzhenko,Oleksandr Bryzhevatyi,Oleksandr Bryzhevatyi,4.0,Serhii Dovzhenko,3-0,0.0,1
3483949,2021-05-02 17:50:00,Setka Cup,Serhii Dovzhenko,Vadym Kucheriavyi,Vadym Kucheriavyi,3.5,Vadym Kucheriavyi,1-3,3.5,1
3484020,2021-05-02 15:25:00,TT Cup Ukraine,Serhii Kubrak,Oleksandr Brezytskyi,Oleksandr Brezytskyi,3.0,Serhii Kubrak,3-2,0.0,1
3484118,2021-05-02 22:30:00,TT Cup Ukraine,Stepan Nykyforuk,Yaroslav Vorsuliak,Stepan Nykyforuk,4.333,Stepan Nykyforuk,3-1,4.333,1
3484125,2021-05-03 00:30:00,TT Cup Ukraine,Oleg Savenkov,Yaroslav Vorsuliak,Oleg Savenkov,4.333,Yaroslav Vorsuliak,2-3,0.0,1
3484301,2021-05-03 14:00:00,Czech Liga Pro,Jan Mecl Jr.,Karel Brozhik,Karel Brozhik,3.75,Jan Mecl Jr.,3-0,0.0,1
3484840,2021-05-03 07:55:00,Setka Cup Women,Lilia Andreeva,Olena Nikichenko,Olena Nikichenko,3.25,Lilia Andreeva,3-2,0.0,1
3484842,2021-05-03 09:25:00,Setka Cup Women,Lilia Andreeva,Oksana Kolosovska,Oksana Kolosovska,4.5,Lilia Andreeva,3-0,0.0,1
3484851,2021-05-03 09:55:00,Setka Cup Women,Olena Nikichenko,Marharyta Saltanovska,Olena Nikichenko,4.5,Marharyta Saltanovska,0-3,0.0,1
3484890,2021-05-03 17:55:00,Setka Cup,Igor Tridukh,Serhii Sokolov,Serhii Sokolov,3.0,Serhii Sokolov,2-3,3.0,1
3484975,2021-05-03 10:05:00,TT Cup Ukraine,Vitalii Vovk,Oleksandr Kovalov,Oleksandr Kovalov,3.25,Vitalii Vovk,3-1,0.0,1
3485012,2021-05-02 20:15:00,Liga Pro,Anton Yudin,Roman Kobytov,Roman Kobytov,4.333,Roman Kobytov,2-3,4.333,1
3485088,2021-05-03 21:30:00,Liga Pro,Aleksandr Fedosov,Viktor Kalachev,Viktor Kalachev,3.5,Aleksandr Fedosov,3-1,0.0,1
3485257,2021-05-03 10:45:00,TT Cup Ukraine,Dmytro Baistriuchenko,Dmitriy Lebed,Dmytro Baistriuchenko,4.333,Dmitriy Lebed,1-3,0.0,1
3486345,2021-05-03 13:15:00,TT Cup Ukraine,Sergey Gilitukha,Vladimir Tsyhanenko,Vladimir Tsyhanenko,3.25,Vladimir Tsyhanenko,2-3,3.25,1
3486346,2021-05-03 13:50:00,TT Cup Ukraine,Tymur Kozenkov,Vladimir Tsyhanenko,Vladimir Tsyhanenko,3.0,Vladimir Tsyhanenko,1-3,3.0,1
3486433,2021-05-03 15:45:00,TT Cup Ukraine,Oleg Kuravsky,Ihor Syniavskyi,Ihor Syniavskyi,4.5,Oleg Kuravsky,3-1,0.0,1
3486495,2021-05-03 17:00:00,TT Cup Ukraine,Eduard Rubtsov,Valentin Zaychenko,Valentin Zaychenko,3.25,Valentin Zaychenko,2-3,3.25,1
3486627,2021-05-03 18:50:00,TT Cup Ukraine,Serhii Kubrak,Oleksandr Brezytskyi,Oleksandr Brezytskyi,3.25,Serhii Kubrak,3-1,0.0,1
3486629,2021-05-03 19:25:00,TT Cup Ukraine,Serhii Kubrak,Mykola Zakladnyi,Mykola Zakladnyi,3.75,Serhii Kubrak,3-2,0.0,1
3486863,2021-05-04 02:55:00,Setka Cup,Dmitriy Pereyaslovskyi,Serhii Kuprykov,Dmitriy Pereyaslovskyi,3.75,Serhii Kuprykov,2-3,0.0,1
3486878,2021-05-03 15:15:00,Liga Pro,Andrey Andreev,Andrey Duka,Andrey Duka,4.333,Andrey Duka,0-3,4.333,1
3487614,2021-05-04 06:40:00,Setka Cup,Serhii Burdelnyi,Daniil Atamanchuk,Serhii Burdelnyi,3.75,Daniil Atamanchuk,1-3,0.0,1
3487838,2021-05-04 15:30:00,Setka Cup,Jan Krames Jr.,Vaclav Ezr,Vaclav Ezr,4.0,Jan Krames Jr.,3-1,0.0,1
3487912,2021-05-04 09:45:00,Liga Pro,Alexey Kazakov,Anton Mohnachev,Anton Mohnachev,5.0,Alexey Kazakov,3-0,0.0,1
3488039,2021-05-04 04:50:00,Setka Cup,Serhii Kunynets,Yaroslav Tebenko,Yaroslav Tebenko,3.5,Yaroslav Tebenko,1-3,3.5,1
3488301,2021-05-04 14:45:00,Setka Cup,Oleksandr Ivchuk,Ilya Parnyvoda,Ilya Parnyvoda,4.333,Ilya Parnyvoda,0-3,4.333,1
3488628,2021-05-04 09:35:00,TT Cup Ukraine,Dmytro Baistriuchenko,Dmitriy Lebed,Dmytro Baistriuchenko,4.333,Dmytro Baistriuchenko,3-1,4.333,1
3488962,2021-05-04 19:20:00,Setka Cup,Bohdan Chaikovskyi,Yurii Kolos,Bohdan Chaikovskyi,3.75,Yurii Kolos,0-3,0.0,1
3489557,2021-05-04 18:15:00,Liga Pro,Vladimir Petrov,Roman Khomenko,Roman Khomenko,3.25,Roman Khomenko,0-3,3.25,1
3489583,2021-05-04 15:30:00,Setka Cup Women,Nadiia Harmash,Oleksandra Tsiupko,Nadiia Harmash,4.333,Oleksandra Tsiupko,0-3,0.0,1
3489585,2021-05-04 13:00:00,Setka Cup Women,Svitlana Yureneva,Anastasiia Kozak,Anastasiia Kozak,5.5,Svitlana Yureneva,3-0,0.0,1
3489594,2021-05-04 18:00:00,Setka Cup Women,Anastasiia Kozak,Anastasiia Mydvetska,Anastasiia Kozak,8.5,Anastasiia Mydvetska,1-3,0.0,1
3489644,2021-05-04 19:30:00,Setka Cup Women,Oleksandra Tsiupko,Anastasiia Kozak,Anastasiia Kozak,3.75,Anastasiia Kozak,0-3,3.75,1
3489717,2021-05-04 15:35:00,Setka Cup,Serhii Kuprykov,Dmitriy Pereyaslovskyi,Dmitriy Pereyaslovskyi,3.4,Serhii Kuprykov,3-0,0.0,1
3489719,2021-05-04 16:35:00,Setka Cup,Oleg Obrazkov,Yurii Reva,Yurii Reva,3.25,Yurii Reva,1-3,3.25,1
3489967,2021-05-04 14:40:00,TT Cup Ukraine,Rodion Pirveli,Vadym Grushko,Vadym Grushko,3.0,Rodion Pirveli,3-1,0.0,1
3489977,2021-05-04 14:10:00,TT Cup Ukraine,Denys Shcherbak,Denis Vakulenko,Denis Vakulenko,3.75,Denis Vakulenko,2-3,3.75,1
3490055,2021-05-04 15:45:00,TT Cup Ukraine,Volodymyr Ivasiv,Petro Tsolik,Petro Tsolik,3.25,Petro Tsolik,0-3,3.25,1
3490059,2021-05-04 18:05:00,TT Cup Ukraine,Ihor Petryshyn,Petro Tsolik,Petro Tsolik,3.0,Petro Tsolik,1-3,3.0,1
3490221,2021-05-04 20:30:00,Liga Pro,Tyinchtyik Turabekov,Aleksandr Fedosov,Aleksandr Fedosov,3.5,Tyinchtyik Turabekov,3-2,0.0,1
3490243,2021-05-04 23:45:00,Liga Pro,Igor Mihaylov,Dmitry Evlakhin,Dmitry Evlakhin,3.25,Dmitry Evlakhin,2-3,3.25,1
3490319,2021-05-04 18:15:00,TT Cup Ukraine,Oleksandr Shchytka,Stanislav Harenko,Oleksandr Shchytka,3.0,Stanislav Harenko,0-3,0.0,1
3490323,2021-05-04 18:20:00,TT Cup Ukraine,Borys Buriak,Oleg Obidnyi,Oleg Obidnyi,4.333,Borys Buriak,3-0,0.0,1
